STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
28,57,2008,HIVprevalence,56.9,Mississippi,MS,Itawamba County
28,57,2009,HIVprevalence,57.1,Mississippi,MS,Itawamba County
28,141,2016,HIVprevalence,60.9,Mississippi,MS,Tishomingo County
28,139,2013,HIVprevalence,66.4,Mississippi,MS,Tippah County
28,139,2014,HIVprevalence,66.4,Mississippi,MS,Tippah County
28,39,2008,HIVprevalence,67.5,Mississippi,MS,George County
28,39,2009,HIVprevalence,72.7,Mississippi,MS,George County
28,73,2010,HIVprevalence,72.9,Mississippi,MS,Lamar County
28,41,2008,HIVprevalence,73.9,Mississippi,MS,Greene County
28,117,2009,HIVprevalence,74.6,Mississippi,MS,Prentiss County
28,117,2008,HIVprevalence,74.9,Mississippi,MS,Prentiss County
28,13,2008,HIVprevalence,75.2,Mississippi,MS,Calhoun County
28,117,2016,HIVprevalence,75.4,Mississippi,MS,Prentiss County
28,117,2015,HIVprevalence,80,Mississippi,MS,Prentiss County
28,117,2010,HIVprevalence,80.8,Mississippi,MS,Prentiss County
28,115,2008,HIVprevalence,81.3,Mississippi,MS,Pontotoc County
28,41,2009,HIVprevalence,81.8,Mississippi,MS,Greene County
28,73,2015,HIVprevalence,82.5,Mississippi,MS,Lamar County
28,73,2011,HIVprevalence,84.1,Mississippi,MS,Lamar County
28,13,2009,HIVprevalence,84.2,Mississippi,MS,Calhoun County
28,115,2009,HIVprevalence,84.9,Mississippi,MS,Pontotoc County
28,117,2014,HIVprevalence,84.9,Mississippi,MS,Prentiss County
28,117,2012,HIVprevalence,85.6,Mississippi,MS,Prentiss County
28,137,2008,HIVprevalence,85.8,Mississippi,MS,Tate County
28,139,2015,HIVprevalence,88.2,Mississippi,MS,Tippah County
28,95,2008,HIVprevalence,88.3,Mississippi,MS,Monroe County
28,115,2014,HIVprevalence,88.4,Mississippi,MS,Pontotoc County
28,95,2009,HIVprevalence,88.7,Mississippi,MS,Monroe County
28,115,2012,HIVprevalence,89.7,Mississippi,MS,Pontotoc County
28,95,2010,HIVprevalence,91.6,Mississippi,MS,Monroe County
28,57,2010,HIVprevalence,91.8,Mississippi,MS,Itawamba County
28,73,2016,HIVprevalence,91.8,Mississippi,MS,Lamar County
28,139,2016,HIVprevalence,93.4,Mississippi,MS,Tippah County
28,129,2008,HIVprevalence,93.5,Mississippi,MS,Smith County
28,73,2014,HIVprevalence,93.8,Mississippi,MS,Lamar County
28,115,2010,HIVprevalence,94.9,Mississippi,MS,Pontotoc County
28,115,2015,HIVprevalence,96,Mississippi,MS,Pontotoc County
28,69,2008,HIVprevalence,97.1,Mississippi,MS,Kemper County
28,73,2013,HIVprevalence,97.8,Mississippi,MS,Lamar County
28,137,2009,HIVprevalence,98.8,Mississippi,MS,Tate County
28,117,2013,HIVprevalence,99.2,Mississippi,MS,Prentiss County
28,145,2010,HIVprevalence,99.5,Mississippi,MS,Union County
28,117,2011,HIVprevalence,99.5,Mississippi,MS,Prentiss County
28,129,2009,HIVprevalence,100.9,Mississippi,MS,Smith County
28,137,2010,HIVprevalence,101.3,Mississippi,MS,Tate County
28,95,2011,HIVprevalence,101.9,Mississippi,MS,Monroe County
28,115,2016,HIVprevalence,102.1,Mississippi,MS,Pontotoc County
28,57,2011,HIVprevalence,102.5,Mississippi,MS,Itawamba County
28,95,2015,HIVprevalence,103.1,Mississippi,MS,Monroe County
28,129,2011,HIVprevalence,103.4,Mississippi,MS,Smith County
28,115,2011,HIVprevalence,103.7,Mississippi,MS,Pontotoc County
28,129,2012,HIVprevalence,104,Mississippi,MS,Smith County
28,39,2015,HIVprevalence,105.6,Mississippi,MS,George County
28,3,2014,HIVprevalence,106.5,Mississippi,MS,Alcorn County
28,3,2009,HIVprevalence,107.6,Mississippi,MS,Alcorn County
28,3,2008,HIVprevalence,107.7,Mississippi,MS,Alcorn County
28,145,2016,HIVprevalence,107.8,Mississippi,MS,Union County
28,3,2010,HIVprevalence,108,Mississippi,MS,Alcorn County
28,115,2013,HIVprevalence,108.6,Mississippi,MS,Pontotoc County
28,37,2016,HIVprevalence,108.7,Mississippi,MS,Franklin County
28,95,2012,HIVprevalence,108.8,Mississippi,MS,Monroe County
28,99,2008,HIVprevalence,109.4,Mississippi,MS,Neshoba County
28,137,2013,HIVprevalence,110.7,Mississippi,MS,Tate County
28,129,2013,HIVprevalence,111.5,Mississippi,MS,Smith County
28,129,2015,HIVprevalence,112.1,Mississippi,MS,Smith County
28,145,2011,HIVprevalence,112.2,Mississippi,MS,Union County
28,99,2009,HIVprevalence,112.9,Mississippi,MS,Neshoba County
28,145,2009,HIVprevalence,113.1,Mississippi,MS,Union County
28,145,2008,HIVprevalence,113.9,Mississippi,MS,Union County
28,39,2010,HIVprevalence,114.6,Mississippi,MS,George County
28,137,2014,HIVprevalence,114.8,Mississippi,MS,Tate County
28,145,2012,HIVprevalence,116.4,Mississippi,MS,Union County
28,57,2013,HIVprevalence,117.2,Mississippi,MS,Itawamba County
28,137,2015,HIVprevalence,118.2,Mississippi,MS,Tate County
28,129,2010,HIVprevalence,118.6,Mississippi,MS,Smith County
28,153,2013,HIVprevalence,119,Mississippi,MS,Wayne County
28,137,2012,HIVprevalence,119.2,Mississippi,MS,Tate County
28,95,2014,HIVprevalence,119.5,Mississippi,MS,Monroe County
28,111,2014,HIVprevalence,120,Mississippi,MS,Perry County
28,129,2016,HIVprevalence,120.1,Mississippi,MS,Smith County
28,3,2011,HIVprevalence,120.2,Mississippi,MS,Alcorn County
28,111,2013,HIVprevalence,120.5,Mississippi,MS,Perry County
28,155,2014,HIVprevalence,121.1,Mississippi,MS,Webster County
28,57,2014,HIVprevalence,121.4,Mississippi,MS,Itawamba County
28,69,2009,HIVprevalence,121.5,Mississippi,MS,Kemper County
28,3,2015,HIVprevalence,122.6,Mississippi,MS,Alcorn County
28,57,2012,HIVprevalence,122.8,Mississippi,MS,Itawamba County
28,137,2011,HIVprevalence,123.2,Mississippi,MS,Tate County
28,3,2012,HIVprevalence,123.3,Mississippi,MS,Alcorn County
28,13,2016,HIVprevalence,124.5,Mississippi,MS,Calhoun County
28,159,2008,HIVprevalence,125.2,Mississippi,MS,Winston County
28,69,2010,HIVprevalence,125.7,Mississippi,MS,Kemper County
28,3,2013,HIVprevalence,125.8,Mississippi,MS,Alcorn County
28,57,2015,HIVprevalence,126.1,Mississippi,MS,Itawamba County
28,129,2014,HIVprevalence,126.3,Mississippi,MS,Smith County
28,137,2016,HIVprevalence,126.7,Mississippi,MS,Tate County
28,73,2012,HIVprevalence,127.4,Mississippi,MS,Lamar County
28,105,2008,HIVprevalence,127.5,Mississippi,MS,Oktibbeha County
28,145,2013,HIVprevalence,127.6,Mississippi,MS,Union County
28,105,2010,HIVprevalence,128.5,Mississippi,MS,Oktibbeha County
28,19,2016,HIVprevalence,128.5,Mississippi,MS,Choctaw County
28,95,2013,HIVprevalence,129.4,Mississippi,MS,Monroe County
28,145,2014,HIVprevalence,130.3,Mississippi,MS,Union County
28,39,2016,HIVprevalence,130.8,Mississippi,MS,George County
28,111,2008,HIVprevalence,130.9,Mississippi,MS,Perry County
28,153,2009,HIVprevalence,130.9,Mississippi,MS,Wayne County
28,37,2009,HIVprevalence,131.6,Mississippi,MS,Franklin County
28,155,2011,HIVprevalence,131.6,Mississippi,MS,Webster County
28,105,2013,HIVprevalence,131.6,Mississippi,MS,Oktibbeha County
28,13,2015,HIVprevalence,132.5,Mississippi,MS,Calhoun County
28,155,2012,HIVprevalence,132.6,Mississippi,MS,Webster County
28,145,2015,HIVprevalence,134,Mississippi,MS,Union County
28,155,2015,HIVprevalence,134.2,Mississippi,MS,Webster County
28,5,2008,HIVprevalence,134.4,Mississippi,MS,Amite County
28,155,2016,HIVprevalence,135.3,Mississippi,MS,Webster County
28,105,2009,HIVprevalence,137,Mississippi,MS,Oktibbeha County
28,105,2012,HIVprevalence,137.3,Mississippi,MS,Oktibbeha County
28,3,2016,HIVprevalence,138.4,Mississippi,MS,Alcorn County
28,13,2010,HIVprevalence,138.5,Mississippi,MS,Calhoun County
28,33,2008,HIVprevalence,138.7,Mississippi,MS,DeSoto County
28,159,2009,HIVprevalence,138.7,Mississippi,MS,Winston County
28,69,2016,HIVprevalence,139.3,Mississippi,MS,Kemper County
28,17,2009,HIVprevalence,139.6,Mississippi,MS,Chickasaw County
28,159,2010,HIVprevalence,139.7,Mississippi,MS,Winston County
28,95,2016,HIVprevalence,139.7,Mississippi,MS,Monroe County
28,13,2014,HIVprevalence,139.8,Mississippi,MS,Calhoun County
28,39,2012,HIVprevalence,140.2,Mississippi,MS,George County
28,159,2011,HIVprevalence,140.4,Mississippi,MS,Winston County
28,105,2011,HIVprevalence,140.8,Mississippi,MS,Oktibbeha County
28,161,2008,HIVprevalence,141.8,Mississippi,MS,Yalobusha County
28,19,2015,HIVprevalence,141.9,Mississippi,MS,Choctaw County
28,153,2008,HIVprevalence,142.5,Mississippi,MS,Wayne County
28,153,2012,HIVprevalence,142.9,Mississippi,MS,Wayne County
28,153,2016,HIVprevalence,143,Mississippi,MS,Wayne County
28,155,2013,HIVprevalence,145.9,Mississippi,MS,Webster County
28,19,2008,HIVprevalence,146,Mississippi,MS,Choctaw County
28,39,2011,HIVprevalence,146.1,Mississippi,MS,George County
28,57,2016,HIVprevalence,146.8,Mississippi,MS,Itawamba County
28,159,2012,HIVprevalence,147.1,Mississippi,MS,Winston County
28,69,2012,HIVprevalence,147.5,Mississippi,MS,Kemper County
28,13,2013,HIVprevalence,148.3,Mississippi,MS,Calhoun County
28,39,2014,HIVprevalence,148.5,Mississippi,MS,George County
28,99,2011,HIVprevalence,148.8,Mississippi,MS,Neshoba County
28,153,2015,HIVprevalence,149,Mississippi,MS,Wayne County
28,79,2009,HIVprevalence,149.2,Mississippi,MS,Leake County
28,99,2010,HIVprevalence,149.4,Mississippi,MS,Neshoba County
28,69,2011,HIVprevalence,149.7,Mississippi,MS,Kemper County
28,79,2008,HIVprevalence,149.9,Mississippi,MS,Leake County
28,37,2010,HIVprevalence,150.8,Mississippi,MS,Franklin County
28,85,2013,HIVprevalence,150.9,Mississippi,MS,Lincoln County
28,85,2008,HIVprevalence,152.4,Mississippi,MS,Lincoln County
28,17,2008,HIVprevalence,152.9,Mississippi,MS,Chickasaw County
28,153,2010,HIVprevalence,153.7,Mississippi,MS,Wayne County
28,5,2010,HIVprevalence,154.4,Mississippi,MS,Amite County
28,155,2010,HIVprevalence,154.4,Mississippi,MS,Webster County
28,71,2012,HIVprevalence,154.5,Mississippi,MS,Lafayette County
28,153,2014,HIVprevalence,155,Mississippi,MS,Wayne County
28,61,2008,HIVprevalence,155.7,Mississippi,MS,Jasper County
28,105,2016,HIVprevalence,155.7,Mississippi,MS,Oktibbeha County
28,61,2009,HIVprevalence,156.3,Mississippi,MS,Jasper County
28,33,2009,HIVprevalence,156.8,Mississippi,MS,DeSoto County
28,105,2014,HIVprevalence,157.8,Mississippi,MS,Oktibbeha County
28,99,2016,HIVprevalence,157.8,Mississippi,MS,Neshoba County
28,85,2009,HIVprevalence,158.6,Mississippi,MS,Lincoln County
28,161,2009,HIVprevalence,159.3,Mississippi,MS,Yalobusha County
28,69,2014,HIVprevalence,159.9,Mississippi,MS,Kemper County
28,19,2009,HIVprevalence,160,Mississippi,MS,Choctaw County
28,39,2013,HIVprevalence,160,Mississippi,MS,George County
28,37,2008,HIVprevalence,160.1,Mississippi,MS,Franklin County
28,111,2012,HIVprevalence,160.4,Mississippi,MS,Perry County
28,85,2010,HIVprevalence,161.8,Mississippi,MS,Lincoln County
28,109,2008,HIVprevalence,162.4,Mississippi,MS,Pearl River County
28,111,2009,HIVprevalence,162.7,Mississippi,MS,Perry County
28,135,2010,HIVprevalence,162.7,Mississippi,MS,Tallahatchie County
28,13,2011,HIVprevalence,163.4,Mississippi,MS,Calhoun County
28,13,2012,HIVprevalence,163.8,Mississippi,MS,Calhoun County
28,5,2009,HIVprevalence,164.3,Mississippi,MS,Amite County
28,79,2014,HIVprevalence,164.4,Mississippi,MS,Leake County
28,79,2010,HIVprevalence,165,Mississippi,MS,Leake County
28,85,2011,HIVprevalence,165,Mississippi,MS,Lincoln County
28,99,2012,HIVprevalence,166.1,Mississippi,MS,Neshoba County
28,9,2008,HIVprevalence,166.4,Mississippi,MS,Benton County
28,159,2013,HIVprevalence,167.3,Mississippi,MS,Winston County
28,159,2014,HIVprevalence,168.2,Mississippi,MS,Winston County
28,85,2016,HIVprevalence,168.7,Mississippi,MS,Lincoln County
28,19,2010,HIVprevalence,169.1,Mississippi,MS,Choctaw County
28,17,2010,HIVprevalence,169.6,Mississippi,MS,Chickasaw County
28,19,2014,HIVprevalence,170.2,Mississippi,MS,Choctaw County
28,135,2016,HIVprevalence,170.3,Mississippi,MS,Tallahatchie County
28,99,2013,HIVprevalence,170.9,Mississippi,MS,Neshoba County
28,71,2014,HIVprevalence,171.4,Mississippi,MS,Lafayette County
28,85,2015,HIVprevalence,172.1,Mississippi,MS,Lincoln County
28,109,2009,HIVprevalence,172.5,Mississippi,MS,Pearl River County
28,71,2013,HIVprevalence,172.8,Mississippi,MS,Lafayette County
28,107,2008,HIVprevalence,173.2,Mississippi,MS,Panola County
28,71,2015,HIVprevalence,173.2,Mississippi,MS,Lafayette County
28,17,2011,HIVprevalence,175,Mississippi,MS,Chickasaw County
28,159,2016,HIVprevalence,175.9,Mississippi,MS,Winston County
28,45,2008,HIVprevalence,176.8,Mississippi,MS,Hancock County
28,17,2016,HIVprevalence,177,Mississippi,MS,Chickasaw County
28,107,2009,HIVprevalence,177.1,Mississippi,MS,Panola County
28,79,2011,HIVprevalence,177.7,Mississippi,MS,Leake County
28,153,2011,HIVprevalence,178.2,Mississippi,MS,Wayne County
28,111,2015,HIVprevalence,179.2,Mississippi,MS,Perry County
28,45,2010,HIVprevalence,179.7,Mississippi,MS,Hancock County
28,105,2015,HIVprevalence,179.7,Mississippi,MS,Oktibbeha County
28,71,2011,HIVprevalence,179.8,Mississippi,MS,Lafayette County
28,5,2016,HIVprevalence,179.9,Mississippi,MS,Amite County
28,135,2013,HIVprevalence,180.8,Mississippi,MS,Tallahatchie County
28,79,2013,HIVprevalence,181,Mississippi,MS,Leake County
28,45,2009,HIVprevalence,181.1,Mississippi,MS,Hancock County
28,161,2010,HIVprevalence,181.5,Mississippi,MS,Yalobusha County
28,85,2012,HIVprevalence,182.3,Mississippi,MS,Lincoln County
28,19,2013,HIVprevalence,183.3,Mississippi,MS,Choctaw County
28,127,2010,HIVprevalence,183.5,Mississippi,MS,Simpson County
28,155,2008,HIVprevalence,183.6,Mississippi,MS,Webster County
28,71,2008,HIVprevalence,183.8,Mississippi,MS,Lafayette County
28,37,2011,HIVprevalence,183.8,Mississippi,MS,Franklin County
28,19,2011,HIVprevalence,184.3,Mississippi,MS,Choctaw County
28,135,2015,HIVprevalence,184.3,Mississippi,MS,Tallahatchie County
28,19,2012,HIVprevalence,184.4,Mississippi,MS,Choctaw County
28,37,2012,HIVprevalence,184.6,Mississippi,MS,Franklin County
28,71,2010,HIVprevalence,185.1,Mississippi,MS,Lafayette County
28,59,2010,HIVprevalence,185.5,Mississippi,MS,Jackson County
28,85,2014,HIVprevalence,185.5,Mississippi,MS,Lincoln County
28,69,2015,HIVprevalence,185.8,Mississippi,MS,Kemper County
28,155,2009,HIVprevalence,185.9,Mississippi,MS,Webster County
28,33,2010,HIVprevalence,186.2,Mississippi,MS,DeSoto County
28,37,2015,HIVprevalence,186.7,Mississippi,MS,Franklin County
28,5,2015,HIVprevalence,187.7,Mississippi,MS,Amite County
28,111,2016,HIVprevalence,188.7,Mississippi,MS,Perry County
28,111,2011,HIVprevalence,189.1,Mississippi,MS,Perry County
28,21,2008,HIVprevalence,189.4,Mississippi,MS,Claiborne County
28,5,2011,HIVprevalence,190.6,Mississippi,MS,Amite County
28,45,2011,HIVprevalence,193,Mississippi,MS,Hancock County
28,161,2011,HIVprevalence,193,Mississippi,MS,Yalobusha County
28,79,2012,HIVprevalence,193.1,Mississippi,MS,Leake County
28,135,2011,HIVprevalence,193.4,Mississippi,MS,Tallahatchie County
28,5,2012,HIVprevalence,193.5,Mississippi,MS,Amite County
28,71,2016,HIVprevalence,194.2,Mississippi,MS,Lafayette County
28,159,2015,HIVprevalence,194.9,Mississippi,MS,Winston County
28,9,2010,HIVprevalence,195.3,Mississippi,MS,Benton County
28,9,2013,HIVprevalence,195.5,Mississippi,MS,Benton County
28,17,2012,HIVprevalence,195.7,Mississippi,MS,Chickasaw County
28,71,2009,HIVprevalence,195.9,Mississippi,MS,Lafayette County
28,59,2011,HIVprevalence,195.9,Mississippi,MS,Jackson County
28,135,2012,HIVprevalence,196.4,Mississippi,MS,Tallahatchie County
28,147,2016,HIVprevalence,197.5,Mississippi,MS,Walthall County
28,9,2009,HIVprevalence,197.7,Mississippi,MS,Benton County
28,61,2010,HIVprevalence,197.7,Mississippi,MS,Jasper County
28,135,2014,HIVprevalence,199.2,Mississippi,MS,Tallahatchie County
28,147,2008,HIVprevalence,199.4,Mississippi,MS,Walthall County
28,127,2013,HIVprevalence,200.1,Mississippi,MS,Simpson County
28,99,2015,HIVprevalence,200.3,Mississippi,MS,Neshoba County
28,109,2010,HIVprevalence,200.4,Mississippi,MS,Pearl River County
28,147,2009,HIVprevalence,200.6,Mississippi,MS,Walthall County
28,59,2012,HIVprevalence,200.6,Mississippi,MS,Jackson County
28,25,2012,HIVprevalence,202.6,Mississippi,MS,Clay County
28,107,2010,HIVprevalence,203.2,Mississippi,MS,Panola County
28,33,2011,HIVprevalence,203.3,Mississippi,MS,DeSoto County
28,59,2008,HIVprevalence,203.4,Mississippi,MS,Jackson County
28,161,2013,HIVprevalence,203.4,Mississippi,MS,Yalobusha County
28,15,2008,HIVprevalence,203.5,Mississippi,MS,Carroll County
28,7,2015,HIVprevalence,203.5,Mississippi,MS,Attala County
28,45,2013,HIVprevalence,203.6,Mississippi,MS,Hancock County
28,33,2012,HIVprevalence,203.9,Mississippi,MS,DeSoto County
28,17,2013,HIVprevalence,203.9,Mississippi,MS,Chickasaw County
28,33,2013,HIVprevalence,204,Mississippi,MS,DeSoto County
28,17,2015,HIVprevalence,204,Mississippi,MS,Chickasaw County
28,79,2015,HIVprevalence,204,Mississippi,MS,Leake County
28,131,2009,HIVprevalence,204.6,Mississippi,MS,Stone County
28,7,2016,HIVprevalence,205.1,Mississippi,MS,Attala County
28,81,2010,HIVprevalence,206,Mississippi,MS,Lee County
28,127,2016,HIVprevalence,206,Mississippi,MS,Simpson County
28,127,2008,HIVprevalence,206.4,Mississippi,MS,Simpson County
28,127,2011,HIVprevalence,206.4,Mississippi,MS,Simpson County
28,131,2008,HIVprevalence,208.1,Mississippi,MS,Stone County
28,59,2015,HIVprevalence,208.2,Mississippi,MS,Jackson County
28,81,2009,HIVprevalence,208.5,Mississippi,MS,Lee County
28,111,2010,HIVprevalence,208.6,Mississippi,MS,Perry County
28,131,2010,HIVprevalence,209.3,Mississippi,MS,Stone County
28,99,2014,HIVprevalence,209.3,Mississippi,MS,Neshoba County
28,33,2014,HIVprevalence,209.7,Mississippi,MS,DeSoto County
28,33,2015,HIVprevalence,209.9,Mississippi,MS,DeSoto County
28,59,2009,HIVprevalence,210.1,Mississippi,MS,Jackson County
28,59,2013,HIVprevalence,210.6,Mississippi,MS,Jackson County
28,93,2008,HIVprevalence,210.8,Mississippi,MS,Marshall County
28,31,2008,HIVprevalence,211.1,Mississippi,MS,Covington County
28,45,2012,HIVprevalence,211.2,Mississippi,MS,Hancock County
28,45,2014,HIVprevalence,211.4,Mississippi,MS,Hancock County
28,107,2011,HIVprevalence,211.5,Mississippi,MS,Panola County
28,127,2009,HIVprevalence,211.6,Mississippi,MS,Simpson County
28,109,2011,HIVprevalence,211.8,Mississippi,MS,Pearl River County
28,65,2015,HIVprevalence,211.9,Mississippi,MS,Jefferson Davis County
28,91,2008,HIVprevalence,212.3,Mississippi,MS,Marion County
28,157,2008,HIVprevalence,213.4,Mississippi,MS,Wilkinson County
28,41,2010,HIVprevalence,213.4,Mississippi,MS,Greene County
28,59,2014,HIVprevalence,213.6,Mississippi,MS,Jackson County
28,61,2011,HIVprevalence,213.9,Mississippi,MS,Jasper County
28,25,2013,HIVprevalence,213.9,Mississippi,MS,Clay County
28,45,2016,HIVprevalence,213.9,Mississippi,MS,Hancock County
28,79,2016,HIVprevalence,214.1,Mississippi,MS,Leake County
28,157,2009,HIVprevalence,214.2,Mississippi,MS,Wilkinson County
28,25,2014,HIVprevalence,214.7,Mississippi,MS,Clay County
28,127,2012,HIVprevalence,215.1,Mississippi,MS,Simpson County
28,81,2008,HIVprevalence,215.3,Mississippi,MS,Lee County
28,147,2010,HIVprevalence,215.7,Mississippi,MS,Walthall County
28,93,2009,HIVprevalence,216.9,Mississippi,MS,Marshall County
28,37,2014,HIVprevalence,217.1,Mississippi,MS,Franklin County
28,69,2013,HIVprevalence,217.2,Mississippi,MS,Kemper County
28,17,2014,HIVprevalence,217.3,Mississippi,MS,Chickasaw County
28,109,2012,HIVprevalence,217.4,Mississippi,MS,Pearl River County
28,127,2014,HIVprevalence,217.5,Mississippi,MS,Simpson County
28,101,2011,HIVprevalence,218.1,Mississippi,MS,Newton County
28,109,2016,HIVprevalence,219.4,Mississippi,MS,Pearl River County
28,147,2014,HIVprevalence,219.6,Mississippi,MS,Walthall County
28,93,2014,HIVprevalence,220.2,Mississippi,MS,Marshall County
28,25,2011,HIVprevalence,220.4,Mississippi,MS,Clay County
28,21,2016,HIVprevalence,220.8,Mississippi,MS,Claiborne County
28,9,2011,HIVprevalence,221,Mississippi,MS,Benton County
28,109,2013,HIVprevalence,221.5,Mississippi,MS,Pearl River County
28,5,2013,HIVprevalence,222.1,Mississippi,MS,Amite County
28,109,2015,HIVprevalence,222.2,Mississippi,MS,Pearl River County
28,107,2012,HIVprevalence,222.3,Mississippi,MS,Panola County
28,81,2011,HIVprevalence,222.4,Mississippi,MS,Lee County
28,147,2015,HIVprevalence,222.4,Mississippi,MS,Walthall County
28,81,2012,HIVprevalence,223,Mississippi,MS,Lee County
28,101,2016,HIVprevalence,223.2,Mississippi,MS,Newton County
28,161,2012,HIVprevalence,223.3,Mississippi,MS,Yalobusha County
28,93,2010,HIVprevalence,223.4,Mississippi,MS,Marshall County
28,81,2013,HIVprevalence,223.4,Mississippi,MS,Lee County
28,59,2016,HIVprevalence,223.4,Mississippi,MS,Jackson County
28,147,2011,HIVprevalence,223.6,Mississippi,MS,Walthall County
28,125,2011,HIVprevalence,224.5,Mississippi,MS,Sharkey County
28,93,2013,HIVprevalence,225.5,Mississippi,MS,Marshall County
28,7,2012,HIVprevalence,225.6,Mississippi,MS,Attala County
28,31,2010,HIVprevalence,225.8,Mississippi,MS,Covington County
28,109,2014,HIVprevalence,226.3,Mississippi,MS,Pearl River County
28,101,2010,HIVprevalence,226.8,Mississippi,MS,Newton County
28,15,2016,HIVprevalence,227.1,Mississippi,MS,Carroll County
28,7,2010,HIVprevalence,227.6,Mississippi,MS,Attala County
28,91,2010,HIVprevalence,227.6,Mississippi,MS,Marion County
28,131,2011,HIVprevalence,228.7,Mississippi,MS,Stone County
28,31,2016,HIVprevalence,229.1,Mississippi,MS,Covington County
28,7,2008,HIVprevalence,230.7,Mississippi,MS,Attala County
28,9,2015,HIVprevalence,231.6,Mississippi,MS,Benton County
28,91,2009,HIVprevalence,232.9,Mississippi,MS,Marion County
28,91,2013,HIVprevalence,233.1,Mississippi,MS,Marion County
28,103,2008,HIVprevalence,233.5,Mississippi,MS,Noxubee County
28,21,2009,HIVprevalence,234.6,Mississippi,MS,Claiborne County
28,9,2012,HIVprevalence,236,Mississippi,MS,Benton County
28,103,2009,HIVprevalence,236.7,Mississippi,MS,Noxubee County
28,21,2010,HIVprevalence,237.7,Mississippi,MS,Claiborne County
28,93,2011,HIVprevalence,237.7,Mississippi,MS,Marshall County
28,101,2008,HIVprevalence,239,Mississippi,MS,Newton County
28,15,2015,HIVprevalence,239.5,Mississippi,MS,Carroll County
28,45,2015,HIVprevalence,239.6,Mississippi,MS,Hancock County
28,131,2013,HIVprevalence,239.7,Mississippi,MS,Stone County
28,15,2009,HIVprevalence,239.9,Mississippi,MS,Carroll County
28,31,2009,HIVprevalence,240.3,Mississippi,MS,Covington County
28,93,2012,HIVprevalence,241.6,Mississippi,MS,Marshall County
28,127,2015,HIVprevalence,241.6,Mississippi,MS,Simpson County
28,25,2008,HIVprevalence,241.8,Mississippi,MS,Clay County
28,161,2014,HIVprevalence,242.3,Mississippi,MS,Yalobusha County
28,9,2016,HIVprevalence,242.3,Mississippi,MS,Benton County
28,147,2012,HIVprevalence,242.4,Mississippi,MS,Walthall County
28,9,2014,HIVprevalence,242.9,Mississippi,MS,Benton County
28,91,2011,HIVprevalence,243.2,Mississippi,MS,Marion County
28,5,2014,HIVprevalence,243.9,Mississippi,MS,Amite County
28,147,2013,HIVprevalence,244.5,Mississippi,MS,Walthall County
28,81,2014,HIVprevalence,245,Mississippi,MS,Lee County
28,101,2009,HIVprevalence,245.3,Mississippi,MS,Newton County
28,31,2011,HIVprevalence,245.6,Mississippi,MS,Covington County
28,135,2008,HIVprevalence,245.8,Mississippi,MS,Tallahatchie County
28,101,2012,HIVprevalence,246.4,Mississippi,MS,Newton County
28,107,2013,HIVprevalence,246.7,Mississippi,MS,Panola County
28,25,2010,HIVprevalence,249.7,Mississippi,MS,Clay County
28,161,2015,HIVprevalence,249.8,Mississippi,MS,Yalobusha County
28,91,2012,HIVprevalence,250.1,Mississippi,MS,Marion County
28,135,2009,HIVprevalence,251.1,Mississippi,MS,Tallahatchie County
28,93,2015,HIVprevalence,251.6,Mississippi,MS,Marshall County
28,67,2012,HIVprevalence,251.9,Mississippi,MS,Jones County
28,61,2012,HIVprevalence,253.3,Mississippi,MS,Jasper County
28,107,2014,HIVprevalence,253.4,Mississippi,MS,Panola County
28,61,2014,HIVprevalence,253.6,Mississippi,MS,Jasper County
28,33,2016,HIVprevalence,254.5,Mississippi,MS,DeSoto County
28,65,2016,HIVprevalence,255.5,Mississippi,MS,Jefferson Davis County
28,89,2016,HIVprevalence,255.9,Mississippi,MS,Madison County
28,81,2015,HIVprevalence,256.3,Mississippi,MS,Lee County
28,89,2010,HIVprevalence,256.7,Mississippi,MS,Madison County
28,7,2013,HIVprevalence,257.7,Mississippi,MS,Attala County
28,31,2012,HIVprevalence,258.6,Mississippi,MS,Covington County
28,53,2008,HIVprevalence,258.9,Mississippi,MS,Humphreys County
28,67,2011,HIVprevalence,259,Mississippi,MS,Jones County
28,131,2012,HIVprevalence,259.7,Mississippi,MS,Stone County
28,67,2015,HIVprevalence,260.5,Mississippi,MS,Jones County
28,25,2009,HIVprevalence,260.6,Mississippi,MS,Clay County
28,31,2015,HIVprevalence,260.7,Mississippi,MS,Covington County
28,7,2011,HIVprevalence,261,Mississippi,MS,Attala County
28,107,2015,HIVprevalence,261.9,Mississippi,MS,Panola County
28,87,2015,HIVprevalence,263.7,Mississippi,MS,Lowndes County
28,131,2015,HIVprevalence,264.3,Mississippi,MS,Stone County
28,87,2012,HIVprevalence,265,Mississippi,MS,Lowndes County
28,67,2010,HIVprevalence,265.2,Mississippi,MS,Jones County
28,89,2008,HIVprevalence,265.3,Mississippi,MS,Madison County
28,63,2013,HIVprevalence,265.9,Mississippi,MS,Jefferson County
28,91,2015,HIVprevalence,266.1,Mississippi,MS,Marion County
28,67,2008,HIVprevalence,267.1,Mississippi,MS,Jones County
28,87,2014,HIVprevalence,267.2,Mississippi,MS,Lowndes County
28,87,2013,HIVprevalence,267.4,Mississippi,MS,Lowndes County
28,7,2014,HIVprevalence,267.4,Mississippi,MS,Attala County
